Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Morocco,MAR,22.59747019,..,32.57891295,31.00203287,32.7118343,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mozambique,MOZ,..,..,..,17.89160197,20.81280105,22.42374892,25.7107263,28.85591418,26.34763022,23.69505344,25.1135179,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Myanmar,MMR,10.46324438,5.251274859,..,..,..,19.70075013,20.01369487,22.00830235,18.49021745,17.84433193,15.82567504,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Namibia,NAM,26.44427746,30.69626742,31.65433135,28.26524745,33.00340844,35.3952734,34.26718616,35.9196129,34.68972788,30.63899685,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nepal,NPL,8.44530827,10.62036217,14.12985494,14.89835577,14.89317665,15.99212221,17.44450007,18.44837367,19.33382291,21.5028646,23.17282197,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Netherlands,NLD,42.42317033,38.09436662,37.574732,38.09697995,37.72142803,38.24252438,39.05059839,39.12712969,38.12002803,39.22145164,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,New Zealand,NZL,..,..,35.44822248,32.3058292,33.73919465,33.0632891,32.45100437,32.6469667,32.79574311,32.38895096,32.31457723,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nicaragua,NIC,29.98103097,11.62966643,14.13537226,14.74186022,15.76067539,16.42064705,16.21685712,16.43455956,16.92122221,17.51682822,17.78918064,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nigeria,NGA,..,..,6.081020021,5.656604879,5.628438935,5.016761777,4.976918604,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,North Macedonia,MKD,..,..,30.45207442,28.92914639,28.33196176,27.8566883,26.32753838,26.05921398,26.95717503,26.42665814,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Norway,NOR,40.91097005,47.16139018,47.38067405,46.96417026,48.73789012,48.31874453,46.17832438,45.76410263,45.34853739,44.89065239,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Oman,OMN,35.02860068,29.99360051,36.29503421,40.10023062,47.93890207,50.05663513,49.47974093,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Pakistan,PAK,..,13.88616274,13.51244387,13.80200815,12.23372276,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Palau,PLW,..,..,19.59683455,20.47988209,22.27879292,22.62628319,22.99517985,24.93463237,24.89946064,24.85274644,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Papua New Guinea,PNG,25.24088161,24.22556955,..,..,..,..,..,19.39305849,17.82335719,15.18986,15.40046686,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Paraguay,PRY,..,..,14.60212946,14.67520752,15.58034014,16.68633366,15.38422371,16.76029003,17.67956571,16.88149494,17.32306579,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Peru,PER,12.46837793,17.9469942,18.96166552,20.28603876,20.80256177,21.51329658,21.54468552,21.7565166,19.44521372,17.40416974,16.9929393,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Philippines,PHL,16.16765856,14.43977268,13.99053019,13.41206957,14.00044856,14.45607554,14.84656837,15.08974047,15.36244302,15.16351104,15.64093304,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Poland,POL,..,22.27869757,31.3524626,31.90566928,32.49414101,32.60426224,32.09829229,32.01963288,32.55470941,32.83526193,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Portugal,PRT,28.60613132,35.31147331,35.5609049,34.34769776,36.39368189,35.85152443,38.55666323,38.19346772,37.79287797,38.02779031,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Qatar,QAT,..,..,47.49567603,34.22483225,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Romania,ROU,34.42825504,30.9674649,28.90919706,30.7332176,31.31490896,31.20665527,30.1339944,30.56944756,32.02047523,28.65747683,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Russian Federation,RUS,..,24.57702311,25.50401797,26.05415694,29.0667909,27.21353179,26.48771814,27.09357129,24.38406634,24.17389524,24.38874381,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Rwanda,RWA,10.84226199,..,..,..,..,..,..,18.77457339,19.52168012,20.54314716,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Samoa,WSM,..,..,..,24.43340936,22.62143457,22.60972333,24.11325923,25.32281052,25.30182788,26.75826002,27.02037374,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,San Marino,SMR,..,..,31.51960256,31.51083841,33.64136828,37.9274125,37.57276732,..,40.1026928,39.7633075,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sao Tome and Principe,STP,..,..,17.37240693,19.354341,19.15441912,16.00353421,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Senegal,SEN,..,13.33122088,14.61643871,15.39633533,16.30555195,15.90047174,15.7086164,16.61042375,17.71321221,18.57766114,17.22180333,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Serbia,SRB,..,..,36.65005127,36.51736581,34.98826583,34.91404621,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Seychelles,SYC,..,38.73566163,29.69798674,32.7533344,35.52271941,36.51864857,33.8643278,34.10244592,33.95689828,36.41498535,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sierra Leone,SLE,5.573252292,11.43900587,9.028753554,9.825116093,11.42479466,11.34397064,10.6955439,9.811662497,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Singapore,SGP,25.34772995,25.74603084,17.20908461,17.01948529,17.22969469,17.74216948,17.41643626,18.21246115,18.2282976,19.02059201,21.39496239,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Slovak Republic,SVK,..,37.65412585,34.63258497,32.96846864,34.64971748,34.26058793,36.50104807,37.19945785,40.20971009,37.31403589,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Slovenia,SVN,..,26.23741907,37.1150661,37.84079983,37.62539804,38.58059473,39.0082555,38.70707714,39.70463039,38.13710524,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Solomon Islands,SLB,..,..,..,..,31.34896972,32.35229658,34.16858183,33.30474031,35.01498742,30.85430428,32.68054174,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Africa,ZAF,25.47839088,25.67376501,27.46777197,28.10996244,28.19789956,28.45726831,29.4770839,30.99759111,31.70561436,30.89698845,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Spain,ESP,28.02656025,18.44332689,12.6143133,14.66341639,14.22776797,14.32283627,16.40978343,16.71465187,16.32197467,15.77510322,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sri Lanka,LKA,21.01875792,16.79691103,14.46952646,12.74277741,12.94863882,12.03130163,11.85817536,11.36554286,13.28491383,14.1571375,13.75302746,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Kitts and Nevis,KNA,17.75829671,21.74740658,22.52497891,23.36851486,20.92124142,21.86997797,20.16805533,21.07630385,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Lucia,LCA,..,21.55616961,22.60717555,20.80221997,21.0302348,20.89464149,21.80719183,22.01303337,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Vincent and the Grenadines,VCT,21.10984765,24.35093111,25.60020561,26.30350179,25.3336251,25.26153994,23.75550844,26.55432421,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Suriname,SUR,..,..,24.35114414,20.48697284,23.67916064,25.6630261,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sweden,SWE,39.3000206,37.9935287,33.19969628,33.04105064,32.51417924,31.98165436,32.15671784,31.72099958,32.33543499,33.00064339,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Switzerland,CHE,14.73291246,18.20263676,17.3888926,17.29154917,17.5051076,17.42024673,17.56936812,17.28871473,17.91070025,17.74354794,18.44977217,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Syrian Arab Republic,SYR,21.85347783,26.60036092,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tanzania,TZA,..,..,..,..,..,..,..,17.0197621,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Thailand,THA,18.52638745,15.47334098,17.43964181,18.99809634,19.81246859,18.93807693,20.60854179,19.68961083,20.4074446,19.88722044,19.21988462,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Timor-Leste,TLS,..,..,..,60.52234196,63.3016886,58.7596505,62.1367128,56.67518409,47.65096122,30.72736981,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Togo,TGO,..,..,15.92941387,17.50247263,17.35062533,18.09842609,19.02344101,19.96525334,20.435461,19.997378,18.84055958,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Trinidad and Tobago,TTO,..,23.61910583,34.28354931,32.92791007,28.69359626,31.68725504,32.72880279,35.5646241,39.44713075,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tunisia,TUN,30.7053635,26.47647393,28.66054958,29.02512906,32.73403605,31.37984263,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turkey,TUR,13.65559271,..,31.26855067,31.73205077,30.92875091,31.3192987,31.2845734,30.98959427,32.43631348,33.0929905,29.69251388,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,13.85688657,14.4747466,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ukraine,UKR,..,26.78261892,34.60888987,34.43523208,36.30920676,37.49366185,36.13106505,33.68454517,35.75839408,31.20273316,32.5525123,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Arab Emirates,ARE,..,..,..,..,3.41298208,3.245158934,3.134717407,3.009369594,3.530406607,4.031392486,3.52096944,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Kingdom,GBR,32.60968079,34.07312803,33.8369937,34.8320787,35.32716191,34.60161106,35.49009046,34.49448086,34.89829447,35.399384,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United States,USA,18.15576288,20.50846207,15.73702674,16.50212013,16.7215379,16.85386543,18.97694177,19.05245906,19.18105055,18.82326952,19.81560993,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uruguay,URY,23.84410133,24.68058691,29.22796701,29.91000748,30.0233745,29.97252654,31.09574301,28.89948019,30.44955153,36.1221981,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uzbekistan,UZB,..,..,..,..,29.99623535,32.59807623,27.49533952,26.75238402,25.3031803,25.19058423,21.78950448,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Vanuatu,VUT,26.13148528,..,18.87313994,17.94425138,18.52736585,18.79778043,19.23851899,19.35352021,20.73486105,22.97083597,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Vietnam,VNM,..,19.89896886,22.51278916,24.32992806,23.57929119,20.88214187,21.50596134,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,West Bank and Gaza,PSE,..,..,5.870385801,6.537127563,5.554321979,4.589793501,5.066555568,6.15763689,5.960567268,6.849308878,6.94367118,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zambia,ZMB,20.407976,..,13.05426527,13.91969858,17.48162024,16.68736112,16.25137035,17.74791802,18.31001341,18.14459273,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zimbabwe,ZWE,..,..,9.770814908,19.40730263,20.6728024,20.39504874,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Caribbean small states,CSS,..,21.87439275,27.44947777,26.41337094,24.9490757,25.97283559,26.64287166,27.71727455,30.74029808,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Central Europe and the Baltics,CEB,..,28.93478875,32.61871401,32.72511723,33.02182699,33.49153842,33.39717187,33.42058843,34.22571323,33.63749865,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,East Asia & Pacific,EAS,..,..,13.29731477,13.11288573,13.40419531,13.985994,14.23388554,16.28757949,16.33045971,16.09407785,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,East Asia & Pacific (excluding high income),EAP,..,..,12.77725417,12.38971467,12.54412913,12.49087177,12.39150934,16.06384044,16.08134221,15.65941713,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,12.77742446,12.38991649,12.54437195,12.49112278,12.39177194,16.0640632,16.08156365,15.65964809,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Euro area,EMU,31.11874576,34.61417427,33.27498464,33.59816717,33.70729633,34.39492555,35.09191534,35.07865207,34.72525867,34.67066549,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Europe & Central Asia,ECS,30.64345431,33.18066099,32.64403756,32.95659716,33.31731169,33.55241432,33.95539763,33.83579251,33.50594345,33.49020535,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Europe & Central Asia (excluding high income),ECA,..,24.4563805,28.5771068,28.73441807,30.15678993,29.34721341,28.60535474,28.66108029,27.56191887,27.00955067,26.06052451,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,24.29976122,29.09488893,29.27379933,30.5341657,29.88619338,29.18869054,29.25246411,28.28737332,27.86859017,26.06052451,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,European Union,EUU,31.91773944,34.28607318,33.39056634,33.79422301,33.96335624,34.39488842,35.02772393,34.89740576,34.68885218,34.70777057,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,High income,HIC,22.81183298,25.42051261,23.20813448,23.6117003,23.71310961,24.12143224,25.17979614,25.18945408,25.13481865,24.96466395,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,IBRD only,IBD,..,..,19.6031514,20.00016391,20.50861827,20.10051331,19.71085084,21.43322292,21.3794154,21.10010727,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,IDA & IBRD total,IBT,..,..,19.22268108,19.60823489,20.11657326,19.81881776,19.42425284,21.33511913,21.26206756,20.99020083,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,IDA blend,IDB,..,..,10.51062813,11.03077582,11.94756971,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Late-demographic dividend,LTE,..,..,19.37100236,19.9776338,20.10041812,19.7543366,19.24861122,21.13995722,20.97728063,20.5295126,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Latin America & Caribbean,LCN,18.60851561,16.82743952,21.25515898,23.59368543,23.92379135,24.41240944,23.8513249,23.13674629,24.19709343,24.44116289,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Latin America & Caribbean (excluding high income),LAC,19.63721902,16.83347594,21.36308543,23.89854738,24.38063257,24.85439568,24.18578382,23.25912298,24.47938382,24.91352468,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,18.60851561,16.83719414,21.2631904,23.61062672,23.93784447,24.43170577,23.87072718,23.15281701,24.21189583,24.45649396,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Low & middle income,LMY,..,..,18.71769665,19.05077173,19.60369987,19.23436703,18.82211689,20.8607469,20.80994867,20.53763768,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Middle East & North Africa (excluding high income),MNA,..,..,28.27084943,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,28.50576932,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Middle income,MIC,..,..,18.77378082,19.1001341,19.64890696,19.27452012,18.85608191,20.89235228,20.83730451,20.54911951,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,North America,NAC,18.30184806,20.54684876,15.91410468,16.54149352,16.74364184,16.86360089,18.79705164,18.86795764,19.05007803,18.69792795,19.59512724,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,OECD members,OED,22.42792786,25.1815492,23.05998351,23.47257557,23.71753758,24.12521688,25.17769373,25.21550688,25.25177661,25.15390098,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Other small states,OSS,..,..,38.7666434,32.52891025,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Pacific island small states,PSS,..,..,..,23.5938596,24.79334313,25.4862299,26.63089325,28.6342092,30.33121639,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Post-demographic dividend,PST,22.72412502,25.43157674,22.91216958,23.30484865,23.54329908,23.98688466,25.0925994,25.14174234,25.15019757,25.00474224,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Small states,SST,..,..,36.67356865,31.31226234,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sub-Saharan Africa,SSF,..,..,18.73496204,20.0393404,21.34653359,20.73742492,20.79087642,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,18.72302858,20.02615872,21.33094842,20.72006691,20.77612286,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,18.73496204,20.0393404,21.34653359,20.73742492,20.79087642,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Upper middle income,UMC,..,..,18.95353728,19.3325327,19.84320335,19.47213592,19.07341491,21.23256671,21.30150384,21.0867716,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,World,WLD,22.36747034,24.59868723,22.03141962,22.43205345,22.65317761,22.88411243,23.58009741,24.10859853,24.05500001,23.87245617,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/21/2019,,,,,,,,,,,,,,,
