Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Singapore,SGP,77.83874861,84.05273769,107.3365778,102.903421,106.0701873,109.4653369,100.4662649,100.6686482,104.6480811,112.3308511,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Solomon Islands,SLB,..,..,..,..,15.88525881,12.91456802,11.50177841,9.935189473,7.631918255,7.004946008,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,South Africa,ZAF,35.33988246,44.11322126,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Spain,ESP,..,52.86618716,50.74599475,53.61340659,61.92856201,83.87258882,99.40188143,111.5977435,104.5110261,104.1351855,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sri Lanka,LKA,96.58062551,96.90403265,86.06349191,71.58531844,71.10810938,68.71039465,70.82110606,71.33279838,77.65039412,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,St. Kitts and Nevis,KNA,..,..,101.7010813,106.5101205,105.1943277,99.88613844,69.10849882,59.88370409,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,St. Lucia,LCA,..,34.54709996,48.16180113,49.18602673,54.31901037,61.60209432,64.47582727,66.63446615,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,St. Vincent and the Grenadines,VCT,31.52609365,51.7428779,56.83121798,59.89473988,58.468426,61.20514649,63.5537766,68.74949776,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Switzerland,CHE,12.69293337,26.33709737,22.24589641,21.56106074,21.67260656,21.84997165,20.65695851,21.04975659,20.90444821,19.81057569,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Thailand,THA,18.44775385,21.96457352,26.7792257,26.90083061,28.13200616,28.44472523,34.7818334,39.56865222,35.26486929,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Tunisia,TUN,54.7703801,56.72146854,42.92979215,40.6626014,44.62477633,44.6597512,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Turkey,TUR,30.2454942,..,50.47308225,47.43244478,42.36011064,39.286679,32.91847934,31.56384747,29.20700389,31.87217784,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Ukraine,UKR,..,45.28746987,24.89941411,29.96955564,27.4827595,33.70310016,37.02871557,63.66531919,70.25883762,71.80954545,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,1.893522389,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,United Kingdom,GBR,30.20337095,42.86252067,69.74513839,82.83657525,96.69058421,100.8432108,96.74172665,107.6528174,106.7277233,116.8560152,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,United States,USA,40.82136749,33.15822343,76.33745919,85.62236357,90.19786536,94.40677352,96.61281836,96.89283825,97.37481095,99.45685986,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Uruguay,URY,31.59596304,..,49.27332921,44.22270175,45.35145122,43.40345045,42.740851,44.35796133,51.18648002,50.68495588,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Vanuatu,VUT,24.9665624,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Zambia,ZMB,244.3805364,..,..,..,18.04943328,23.48860204,24.22403944,44.39602664,49.40729988,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Europe & Central Asia (excluding high income),ECA,..,..,22.48053182,21.49957955,20.76038494,19.91523119,18.38044932,20.86315343,22.58687082,23.98599528,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,22.48053182,21.49957955,20.76038494,19.91523119,18.38044932,20.86315343,22.58687082,23.98599528,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,High income,HIC,37.90464429,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Lower middle income,LMC,55.26138441,..,45.50516591,42.64076091,41.88829411,41.26596739,41.79845612,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,North America,NAC,40.82136749,33.15822343,76.33745919,85.62236357,90.19786536,94.40677352,96.61281836,96.89283825,97.37481095,99.45685986,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,OECD members,OED,37.75266901,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Post-demographic dividend,PST,37.20429959,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,South Asia,SAS,55.45755776,58.76516077,56.9063868,52.60771847,52.166717,51.24542271,50.97585149,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,South Asia (IDA & IBRD),TSA,55.45755776,58.76516077,56.9063868,52.60771847,52.166717,51.24542271,50.97585149,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/21/2019,,,,,,,,,,,,,,,
